Feature_1,Feature_2,NMI,Spearman,Abs_Spearman,Unified_Dependency
MAX_IP_PKT_LEN,TCP_WIN_MAX_IN,0.5098812059455077,0.5995324049422246,0.5995324049422246,0.5547068054438662
LONGEST_FLOW_PKT,TCP_WIN_MAX_IN,0.5098812059455077,0.5995324049422246,0.5995324049422246,0.5547068054438662
IN_BYTES,CLIENT_TCP_FLAGS,0.48885031243526733,0.6160658479826638,0.6160658479826638,0.5524580802089656
IN_PKTS,TCP_WIN_MAX_OUT,0.3887687813084253,0.7074638116301327,0.7074638116301327,0.548116296469279
DURATION_IN,SRC_TO_DST_SECOND_BYTES,0.31259783556749443,0.7774701445210551,0.7774701445210551,0.5450339900442748
NUM_PKTS_UP_TO_128_BYTES,TCP_WIN_MAX_OUT,0.36803530173432736,0.7169720377057951,0.7169720377057951,0.5425036697200613
DST_TO_SRC_SECOND_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.3792284382964558,0.7055899102260199,0.7055899102260199,0.5424091742612378
SERVER_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES,0.3993621313233489,0.6852298621802284,0.6852298621802284,0.5422959967517886
MIN_IP_PKT_LEN,DNS_QUERY_ID,0.4384755381598204,0.6344014670081742,0.6344014670081742,0.5364385025839973
OUT_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.3664674204249936,0.7047622198186502,0.7047622198186502,0.5356148201218218
OUT_PKTS,TCP_FLAGS,0.4462948358010514,0.6247103370956827,0.6247103370956827,0.535502586448367
LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,0.4968056369411406,0.5686228408423386,0.5686228408423386,0.5327142388917396
SHORTEST_FLOW_PKT,MAX_IP_PKT_LEN,0.4968056369411405,0.5686228408423386,0.5686228408423386,0.5327142388917395
IN_BYTES,TCP_FLAGS,0.4745987364717719,0.5655965784573906,0.5655965784573906,0.5200976574645813
OUT_PKTS,MIN_IP_PKT_LEN,0.17993679113788616,0.8562865830857427,0.8562865830857427,0.5181116871118144
OUT_PKTS,CLIENT_TCP_FLAGS,0.4569126312863331,0.5755171434802911,0.5755171434802911,0.5162148873833121
MIN_IP_PKT_LEN,DNS_TTL_ANSWER,0.414127461267242,0.5994330063213292,0.5994330063213292,0.5067802337942856
OUT_PKTS,MAX_IP_PKT_LEN,0.36099250873698213,0.6498513643350619,0.6498513643350619,0.505421936536022
OUT_PKTS,LONGEST_FLOW_PKT,0.36099250873698213,0.6498513643350619,0.6498513643350619,0.505421936536022
SERVER_TCP_FLAGS,LONGEST_FLOW_PKT,0.4197039690970702,0.5832540434510098,0.5832540434510098,0.50147900627404
SERVER_TCP_FLAGS,MAX_IP_PKT_LEN,0.4197039690970702,0.5832540434510098,0.5832540434510098,0.50147900627404
SHORTEST_FLOW_PKT,SRC_TO_DST_AVG_THROUGHPUT,0.48132231730813235,0.5120875618487151,0.5120875618487151,0.4967049395784237
PROTOCOL,MAX_IP_PKT_LEN,0.39554843459499744,-0.587634906771554,0.587634906771554,0.49159167068327575
PROTOCOL,LONGEST_FLOW_PKT,0.39554843459499744,-0.587634906771554,0.587634906771554,0.49159167068327575
IN_BYTES,NUM_PKTS_128_TO_256_BYTES,0.3428243925795377,0.6382770577801895,0.6382770577801895,0.4905507251798636
DST_TO_SRC_AVG_THROUGHPUT,TCP_WIN_MAX_OUT,0.29911725577601084,0.6799072220835081,0.6799072220835081,0.4895122389297595
TCP_FLAGS,DST_TO_SRC_SECOND_BYTES,0.41466682236082386,0.5637890193478106,0.5637890193478106,0.4892279208543172
IN_PKTS,SRC_TO_DST_SECOND_BYTES,0.4151391061825525,0.5621191372079376,0.5621191372079376,0.4886291216952451
IN_PKTS,SERVER_TCP_FLAGS,0.4070096154470586,0.5685199257079004,0.5685199257079004,0.4877647705774795
L7_PROTO,LONGEST_FLOW_PKT,0.49911742485447075,-0.47634386355432823,0.47634386355432823,0.4877306442043995
L7_PROTO,MAX_IP_PKT_LEN,0.49911742485447075,-0.47634386355432823,0.47634386355432823,0.4877306442043995
OUT_PKTS,TCP_WIN_MAX_IN,0.4243780377916706,0.5505650590181558,0.5505650590181558,0.4874715484049132
OUT_BYTES,TCP_FLAGS,0.40880803798041015,0.5659726435729863,0.5659726435729863,0.4873903407766982
CLIENT_TCP_FLAGS,DST_TO_SRC_SECOND_BYTES,0.44669736332548,0.5280172501279612,0.5280172501279612,0.4873573067267206
LONGEST_FLOW_PKT,NUM_PKTS_128_TO_256_BYTES,0.315422913239576,0.6578347423144427,0.6578347423144427,0.48662882777700933
MAX_IP_PKT_LEN,NUM_PKTS_128_TO_256_BYTES,0.315422913239576,0.6578347423144427,0.6578347423144427,0.48662882777700933
CLIENT_TCP_FLAGS,SRC_TO_DST_AVG_THROUGHPUT,0.43304664767963363,0.5398310160350458,0.5398310160350458,0.4864388318573397
OUT_BYTES,CLIENT_TCP_FLAGS,0.44155211821063334,0.5293940510066667,0.5293940510066667,0.48547308460865
IN_PKTS,MAX_TTL,0.23129889130049186,0.7261016208591219,0.7261016208591219,0.4787002560798069
IN_PKTS,MIN_TTL,0.23146151295843145,0.7254141604997696,0.7254141604997696,0.4784378367291005
TCP_FLAGS,DST_TO_SRC_AVG_THROUGHPUT,0.4492559097089796,0.507551880005933,0.507551880005933,0.47840389485745627
L7_PROTO,FLOW_DURATION_MILLISECONDS,0.30198231615554677,0.6508292421821776,0.6508292421821776,0.4764057791688622
IN_BYTES,MAX_TTL,0.3721341539478464,0.5774705263287837,0.5774705263287837,0.474802340138315
IN_BYTES,MIN_TTL,0.3720732696972428,0.5770519476892392,0.5770519476892392,0.47456260869324096
LONGEST_FLOW_PKT,TCP_WIN_MAX_OUT,0.33104477969332574,0.6161853959418119,0.6161853959418119,0.4736150878175688
MAX_IP_PKT_LEN,TCP_WIN_MAX_OUT,0.33104477969332574,0.6161853959418119,0.6161853959418119,0.4736150878175688
TCP_FLAGS,SRC_TO_DST_AVG_THROUGHPUT,0.4131844313019537,0.52926788527983,0.52926788527983,0.47122615829089187
IN_PKTS,OUT_PKTS,0.5300482949963006,0.40698548476055874,0.40698548476055874,0.46851688987842965
L7_PROTO,DURATION_IN,0.31055094560287766,0.6251022950098555,0.6251022950098555,0.46782662030636657
SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,0.3837934168462027,0.5494684206669496,0.5494684206669496,0.46663091875657614
SRC_TO_DST_SECOND_BYTES,SRC_TO_DST_AVG_THROUGHPUT,0.6903285622370747,0.24249608096215455,0.24249608096215455,0.46641232159961465
IN_BYTES,TCP_WIN_MAX_OUT,0.282936637126392,0.6473536164096153,0.6473536164096153,0.4651451267680037
DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,0.2750324404999598,0.6437450863444557,0.6437450863444557,0.45938876342220775
IN_BYTES,TCP_WIN_MAX_IN,0.4468561528539333,0.46761111923511023,0.46761111923511023,0.4572336360445218
IN_BYTES,OUT_BYTES,0.38154612988121295,0.5202982485114473,0.5202982485114473,0.45092218919633015
MIN_TTL,SRC_TO_DST_SECOND_BYTES,0.3838917625380703,0.5172579164713841,0.5172579164713841,0.4505748395047272
MAX_TTL,SRC_TO_DST_SECOND_BYTES,0.3839814869136706,0.517164259264958,0.517164259264958,0.4505728730893143
IN_PKTS,CLIENT_TCP_FLAGS,0.364845564269474,0.5327112109119453,0.5327112109119453,0.44877838759070965
IN_BYTES,DST_TO_SRC_SECOND_BYTES,0.3784768057164361,0.5158889573795281,0.5158889573795281,0.44718288154798214
SRC_TO_DST_AVG_THROUGHPUT,TCP_WIN_MAX_IN,0.4287712513624306,0.4461079460814754,0.4461079460814754,0.43743959872195304
IN_BYTES,SERVER_TCP_FLAGS,0.33592540643475405,0.5313451202298538,0.5313451202298538,0.43363526333230396
IN_BYTES,OUT_PKTS,0.34849357280123494,0.5184713365584996,0.5184713365584996,0.4334824546798673
L7_PROTO,SRC_TO_DST_AVG_THROUGHPUT,0.38531342974107596,-0.47317976598595174,0.47317976598595174,0.4292465978635138
PROTOCOL,IN_BYTES,0.4191634038693739,-0.43790622160727094,0.43790622160727094,0.4285348127383224
SRC_TO_DST_SECOND_BYTES,NUM_PKTS_128_TO_256_BYTES,0.3483369741729205,0.5085574836998795,0.5085574836998795,0.42844722893639997
IN_BYTES,SHORTEST_FLOW_PKT,0.4881532872350242,0.36824308060281175,0.36824308060281175,0.42819818391891795
NUM_PKTS_256_TO_512_BYTES,TCP_WIN_MAX_OUT,0.15898356278735518,0.6940435434304412,0.6940435434304412,0.42651355310889816
TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES,0.5172759267875531,0.33252184690180736,0.33252184690180736,0.42489888684468025
OUT_PKTS,NUM_PKTS_256_TO_512_BYTES,0.2402653382741287,0.6091624353529612,0.6091624353529612,0.42471388681354494
NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.18116724959140051,0.6637915414448722,0.6637915414448722,0.42247939551813635
OUT_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.2626480973006851,0.5744612310692049,0.5744612310692049,0.418554664184945
SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_128_TO_256_BYTES,0.260222072903652,0.5761384164336284,0.5761384164336284,0.41818024466864023
IN_PKTS,TCP_FLAGS,0.3487015201116089,0.48584641603154394,0.48584641603154394,0.4172739680715764
CLIENT_TCP_FLAGS,DST_TO_SRC_AVG_THROUGHPUT,0.378166196868604,0.45627235704697616,0.45627235704697616,0.41721927695779004
DURATION_IN,DST_TO_SRC_AVG_THROUGHPUT,0.1829638369157977,-0.6503275261804874,0.6503275261804874,0.4166456815481425
SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,0.627443015610794,0.20336288786383935,0.20336288786383935,0.4154029517373167
SERVER_TCP_FLAGS,NUM_PKTS_256_TO_512_BYTES,0.17249819100563785,0.6563045958723197,0.6563045958723197,0.41440139343897875
OUT_BYTES,TCP_WIN_MAX_IN,0.3237958277546238,0.5001379906360569,0.5001379906360569,0.41196690919534035
DST_TO_SRC_SECOND_BYTES,TCP_WIN_MAX_IN,0.3235304271154258,0.49968869169375935,0.49968869169375935,0.41160955940459254
SHORTEST_FLOW_PKT,NUM_PKTS_UP_TO_128_BYTES,0.30971976885486163,-0.5128554907107389,0.5128554907107389,0.41128762978280026
NUM_PKTS_512_TO_1024_BYTES,TCP_WIN_MAX_OUT,0.1280877741374164,0.6934312628894969,0.6934312628894969,0.4107595185134566
RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_PKTS,0.4057413607649449,0.40845170299570244,0.40845170299570244,0.4070965318803237
NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_OUT,0.172759905551858,0.6408367365685903,0.6408367365685903,0.4067983210602242
L7_PROTO,SHORTEST_FLOW_PKT,0.3232462241644305,-0.4897201331375046,0.4897201331375046,0.40648317865096756
MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,0.324783673499318,0.4851684173685889,0.4851684173685889,0.4049760454339535
LONGEST_FLOW_PKT,MIN_IP_PKT_LEN,0.3247836734993179,0.4851684173685889,0.4851684173685889,0.4049760454339534
L7_PROTO,SRC_TO_DST_SECOND_BYTES,0.3850451614513565,0.4222382333230118,0.4222382333230118,0.40364169738718414
DST_TO_SRC_SECOND_BYTES,SRC_TO_DST_AVG_THROUGHPUT,0.3465372182680432,0.4593420861483795,0.4593420861483795,0.4029396522082114
OUT_BYTES,SRC_TO_DST_AVG_THROUGHPUT,0.33914553767769007,0.46631391396471283,0.46631391396471283,0.4027297258212015
DST_TO_SRC_SECOND_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.2390943407312655,0.5655853013943513,0.5655853013943513,0.4023398210628084
FLOW_DURATION_MILLISECONDS,SRC_TO_DST_AVG_THROUGHPUT,0.28502928636504554,-0.5183883037047604,0.5183883037047604,0.401708795034903
OUT_PKTS,NUM_PKTS_1024_TO_1514_BYTES,0.24338941226492478,0.5593300129885158,0.5593300129885158,0.4013597126267203
IN_BYTES,DST_TO_SRC_AVG_THROUGHPUT,0.3401076803614189,0.4602214366839184,0.4602214366839184,0.40016455852266863
PROTOCOL,SRC_TO_DST_AVG_THROUGHPUT,0.3069655293589453,-0.4874988375311053,0.4874988375311053,0.3972321834450253
RETRANSMITTED_IN_BYTES,RETRANSMITTED_OUT_PKTS,0.3818432304528102,0.41185771562474055,0.41185771562474055,0.3968504730387754
CLIENT_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES,0.48204752175376053,0.3046597165765631,0.3046597165765631,0.3933536191651618
OUT_BYTES,NUM_PKTS_256_TO_512_BYTES,0.17569106023745215,0.6099834465774254,0.6099834465774254,0.3928372534074388
DST_TO_SRC_SECOND_BYTES,NUM_PKTS_256_TO_512_BYTES,0.17804676279080642,0.6027465695546778,0.6027465695546778,0.3903966661727421
LONGEST_FLOW_PKT,NUM_PKTS_1024_TO_1514_BYTES,0.2301180334468008,0.5498351791014666,0.5498351791014666,0.3899766062741337
MAX_IP_PKT_LEN,NUM_PKTS_1024_TO_1514_BYTES,0.2301180334468008,0.5498351791014666,0.5498351791014666,0.3899766062741337
RETRANSMITTED_IN_BYTES,RETRANSMITTED_OUT_BYTES,0.36750324121309674,0.41084690420965414,0.41084690420965414,0.3891750727113754
SERVER_TCP_FLAGS,NUM_PKTS_1024_TO_1514_BYTES,0.19900928056673486,0.577992398216337,0.577992398216337,0.3885008393915359
IN_PKTS,TCP_WIN_MAX_IN,0.34816194740240247,0.4272940350872383,0.4272940350872383,0.3877279912448204
PROTOCOL,DNS_QUERY_TYPE,0.26287576561850917,0.5074373595692321,0.5074373595692321,0.38515656259387065
OUT_BYTES,DURATION_IN,0.16432725786976565,-0.6057131599361651,0.6057131599361651,0.3850202089029654
IN_PKTS,NUM_PKTS_256_TO_512_BYTES,0.20586319761614122,0.5640050134424331,0.5640050134424331,0.3849341055292872
DURATION_IN,DST_TO_SRC_SECOND_BYTES,0.16712793070077825,-0.5984366430627804,0.5984366430627804,0.38278228688177934
SERVER_TCP_FLAGS,NUM_PKTS_512_TO_1024_BYTES,0.12491147219577044,0.6396944921339077,0.6396944921339077,0.3823029821648391
RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,0.354783965687858,0.4073247766711982,0.4073247766711982,0.3810543711795281
IN_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.45273487620910086,0.3091803388512897,0.3091803388512897,0.38095760753019525
OUT_PKTS,NUM_PKTS_512_TO_1024_BYTES,0.17546145319502582,0.58134982511157,0.58134982511157,0.3784056391532979
NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.15382807007250937,0.6023045997593447,0.6023045997593447,0.378066334915927
MAX_TTL,TCP_WIN_MAX_OUT,0.28565139688776453,0.4692960202527473,0.4692960202527473,0.3774737085702559
PROTOCOL,SERVER_TCP_FLAGS,0.22094361717756883,-0.5338552831617969,0.5338552831617969,0.37739945016968285
MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,0.5476379997763118,0.20661641243008222,0.20661641243008222,0.377127206103197
LONGEST_FLOW_PKT,SRC_TO_DST_SECOND_BYTES,0.5476379997763118,0.20661641243008222,0.20661641243008222,0.377127206103197
MIN_TTL,TCP_WIN_MAX_OUT,0.2853617250632444,0.4681529539954826,0.4681529539954826,0.3767573395293635
DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_1024_TO_1514_BYTES,0.20483679659502227,0.5481074588622324,0.5481074588622324,0.37647212772862737
DURATION_IN,MIN_IP_PKT_LEN,0.1195215470459353,-0.628318208863235,0.628318208863235,0.37391987795458514
SHORTEST_FLOW_PKT,NUM_PKTS_128_TO_256_BYTES,0.21704974273999167,0.5214568335759581,0.5214568335759581,0.36925328815797487
IN_PKTS,OUT_BYTES,0.3546335045742853,0.383648526816154,0.383648526816154,0.3691410156952196
IN_PKTS,NUM_PKTS_1024_TO_1514_BYTES,0.20635145182549008,0.5264819119227032,0.5264819119227032,0.36641668187409665
CLIENT_TCP_FLAGS,NUM_PKTS_256_TO_512_BYTES,0.15086985574682657,0.5787694128666864,0.5787694128666864,0.36481963430675646
PROTOCOL,L7_PROTO,0.36835066603466277,0.3607231021663194,0.3607231021663194,0.3645368841004911
PROTOCOL,DNS_QUERY_ID,0.22145312278463186,0.506682132803829,0.506682132803829,0.3640676277942304
OUT_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.13698417015071526,0.5885955796587804,0.5885955796587804,0.36278987490474784
NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_256_TO_512_BYTES,0.1713413440564747,0.5539176755670632,0.5539176755670632,0.36262950981176895
IN_PKTS,DST_TO_SRC_SECOND_BYTES,0.3438076115736516,0.38071736186077804,0.38071736186077804,0.36226248671721484
L7_PROTO,MAX_TTL,0.36980160836960196,0.35298270690061323,0.35298270690061323,0.36139215763510757
L7_PROTO,MIN_TTL,0.3696259477449167,0.35301881997462653,0.35301881997462653,0.3613223838597716
FLOW_DURATION_MILLISECONDS,SRC_TO_DST_SECOND_BYTES,0.29475399114468204,0.4271459918870856,0.4271459918870856,0.3609499915158838
OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,0.2606402378981669,0.45976759775473575,0.45976759775473575,0.36020391782645134
SERVER_TCP_FLAGS,MIN_IP_PKT_LEN,0.20927791314444644,0.5106957570138119,0.5106957570138119,0.35998683507912915
IN_PKTS,MAX_IP_PKT_LEN,0.2969390710983473,0.4196750687308186,0.4196750687308186,0.35830706991458294
IN_PKTS,LONGEST_FLOW_PKT,0.2969390710983473,0.4196750687308186,0.4196750687308186,0.35830706991458294
TCP_FLAGS,NUM_PKTS_256_TO_512_BYTES,0.1464615419656948,0.5660668265795289,0.5660668265795289,0.35626418427261186
LONGEST_FLOW_PKT,NUM_PKTS_256_TO_512_BYTES,0.13775812537198212,0.5743217476696885,0.5743217476696885,0.3560399365208353
MAX_IP_PKT_LEN,NUM_PKTS_256_TO_512_BYTES,0.13775812537198212,0.5743217476696885,0.5743217476696885,0.3560399365208353
DST_TO_SRC_SECOND_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.1288214015797121,0.5805422489258146,0.5805422489258146,0.35468182525276337
L7_PROTO,DST_TO_SRC_AVG_THROUGHPUT,0.19530364717555043,-0.5096762449635839,0.5096762449635839,0.3524899460695672
CLIENT_TCP_FLAGS,NUM_PKTS_1024_TO_1514_BYTES,0.18195683528240927,0.5199084021960764,0.5199084021960764,0.3509326187392428
OUT_PKTS,DURATION_IN,0.1072859799960321,-0.5941009773737167,0.5941009773737167,0.3506934786848744
DST_TO_SRC_AVG_THROUGHPUT,DNS_QUERY_TYPE,0.32686522502029497,0.37283303020021896,0.37283303020021896,0.349849127610257
IN_PKTS,NUM_PKTS_512_TO_1024_BYTES,0.15197940166313892,0.5463062856009145,0.5463062856009145,0.34914284363202674
SHORTEST_FLOW_PKT,DNS_QUERY_TYPE,0.37040244844642894,0.3273360526496539,0.3273360526496539,0.3488692505480414
SERVER_TCP_FLAGS,SRC_TO_DST_AVG_THROUGHPUT,0.28889791699890977,0.4086443739883433,0.4086443739883433,0.34877114549362653
NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.11380243236968672,0.5829469691956201,0.5829469691956201,0.34837470078265337
IN_BYTES,NUM_PKTS_256_TO_512_BYTES,0.1353011582844928,0.5561808422698075,0.5561808422698075,0.34574100027715016
CLIENT_TCP_FLAGS,NUM_PKTS_512_TO_1024_BYTES,0.10953538343161051,0.5813324940193879,0.5813324940193879,0.3454339387254992
L7_PROTO,MIN_IP_PKT_LEN,0.1513238641585921,-0.5380623898921054,0.5380623898921054,0.34469312702534877
