Block_1,Block_2,Feature_1,Feature_2,Dependency
6,14,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,0.4049760454339535
6,14,MIN_IP_PKT_LEN,LONGEST_FLOW_PKT,0.4049760454339534
10,12,L7_PROTO,SRC_TO_DST_SECOND_BYTES,0.4036416973871841
14,15,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_SECOND_BYTES,0.4029396522082114
14,15,SRC_TO_DST_AVG_THROUGHPUT,OUT_BYTES,0.4027297258212015
15,19,DST_TO_SRC_SECOND_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.4023398210628084
9,14,FLOW_DURATION_MILLISECONDS,SRC_TO_DST_AVG_THROUGHPUT,0.401708795034903
15,19,OUT_PKTS,NUM_PKTS_1024_TO_1514_BYTES,0.4013597126267203
14,15,IN_BYTES,DST_TO_SRC_AVG_THROUGHPUT,0.4001645585226686
13,14,PROTOCOL,SRC_TO_DST_AVG_THROUGHPUT,0.3972321834450253
1,2,RETRANSMITTED_OUT_PKTS,RETRANSMITTED_IN_BYTES,0.3968504730387754
13,16,CLIENT_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES,0.3933536191651618
15,17,OUT_BYTES,NUM_PKTS_256_TO_512_BYTES,0.3928372534074388
15,17,DST_TO_SRC_SECOND_BYTES,NUM_PKTS_256_TO_512_BYTES,0.3903966661727421
14,19,LONGEST_FLOW_PKT,NUM_PKTS_1024_TO_1514_BYTES,0.3899766062741337
14,19,MAX_IP_PKT_LEN,NUM_PKTS_1024_TO_1514_BYTES,0.3899766062741337
1,2,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_IN_BYTES,0.3891750727113754
15,19,SERVER_TCP_FLAGS,NUM_PKTS_1024_TO_1514_BYTES,0.3885008393915359
13,16,TCP_WIN_MAX_IN,IN_PKTS,0.3877279912448204
5,13,DNS_QUERY_TYPE,PROTOCOL,0.3851565625938706
9,15,DURATION_IN,OUT_BYTES,0.3850202089029654
16,17,IN_PKTS,NUM_PKTS_256_TO_512_BYTES,0.3849341055292872
9,15,DURATION_IN,DST_TO_SRC_SECOND_BYTES,0.3827822868817793
15,18,SERVER_TCP_FLAGS,NUM_PKTS_512_TO_1024_BYTES,0.3823029821648391
1,2,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_IN_PKTS,0.3810543711795281
14,16,IN_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.3809576075301952
15,18,OUT_PKTS,NUM_PKTS_512_TO_1024_BYTES,0.3784056391532979
17,19,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.378066334915927
11,15,MAX_TTL,TCP_WIN_MAX_OUT,0.3774737085702559
13,15,PROTOCOL,SERVER_TCP_FLAGS,0.3773994501696828
12,14,SRC_TO_DST_SECOND_BYTES,MAX_IP_PKT_LEN,0.377127206103197
12,14,SRC_TO_DST_SECOND_BYTES,LONGEST_FLOW_PKT,0.377127206103197
11,15,MIN_TTL,TCP_WIN_MAX_OUT,0.3767573395293635
15,19,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_1024_TO_1514_BYTES,0.3764721277286273
6,9,MIN_IP_PKT_LEN,DURATION_IN,0.3739198779545851
7,8,SHORTEST_FLOW_PKT,NUM_PKTS_128_TO_256_BYTES,0.3692532881579748
15,16,OUT_BYTES,IN_PKTS,0.3691410156952196
16,19,IN_PKTS,NUM_PKTS_1024_TO_1514_BYTES,0.3664166818740966
13,17,CLIENT_TCP_FLAGS,NUM_PKTS_256_TO_512_BYTES,0.3648196343067564
10,13,L7_PROTO,PROTOCOL,0.3645368841004911
5,13,DNS_QUERY_ID,PROTOCOL,0.3640676277942304
15,18,OUT_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.3627898749047478
16,17,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_256_TO_512_BYTES,0.3626295098117689
15,16,DST_TO_SRC_SECOND_BYTES,IN_PKTS,0.3622624867172148
10,11,L7_PROTO,MAX_TTL,0.3613921576351075
10,11,L7_PROTO,MIN_TTL,0.3613223838597716
9,12,FLOW_DURATION_MILLISECONDS,SRC_TO_DST_SECOND_BYTES,0.3609499915158838
14,15,SRC_TO_DST_AVG_THROUGHPUT,OUT_PKTS,0.3602039178264513
6,15,MIN_IP_PKT_LEN,SERVER_TCP_FLAGS,0.3599868350791291
14,16,LONGEST_FLOW_PKT,IN_PKTS,0.3583070699145829
14,16,MAX_IP_PKT_LEN,IN_PKTS,0.3583070699145829
13,17,TCP_FLAGS,NUM_PKTS_256_TO_512_BYTES,0.3562641842726118
14,17,MAX_IP_PKT_LEN,NUM_PKTS_256_TO_512_BYTES,0.3560399365208353
14,17,LONGEST_FLOW_PKT,NUM_PKTS_256_TO_512_BYTES,0.3560399365208353
15,18,DST_TO_SRC_SECOND_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.3546818252527633
10,15,L7_PROTO,DST_TO_SRC_AVG_THROUGHPUT,0.3524899460695672
13,19,CLIENT_TCP_FLAGS,NUM_PKTS_1024_TO_1514_BYTES,0.3509326187392428
9,15,DURATION_IN,OUT_PKTS,0.3506934786848744
5,15,DNS_QUERY_TYPE,DST_TO_SRC_AVG_THROUGHPUT,0.349849127610257
16,18,IN_PKTS,NUM_PKTS_512_TO_1024_BYTES,0.3491428436320267
5,7,DNS_QUERY_TYPE,SHORTEST_FLOW_PKT,0.3488692505480414
14,15,SRC_TO_DST_AVG_THROUGHPUT,SERVER_TCP_FLAGS,0.3487711454936265
18,19,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.3483747007826533
14,17,IN_BYTES,NUM_PKTS_256_TO_512_BYTES,0.3457410002771501
13,18,CLIENT_TCP_FLAGS,NUM_PKTS_512_TO_1024_BYTES,0.3454339387254992
6,10,MIN_IP_PKT_LEN,L7_PROTO,0.3446931270253487
6,14,MIN_IP_PKT_LEN,SRC_TO_DST_AVG_THROUGHPUT,0.3429201347954609
10,13,L7_PROTO,TCP_FLAGS,0.341345663429323
16,19,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.3395728759160004
13,15,TCP_WIN_MAX_IN,DST_TO_SRC_AVG_THROUGHPUT,0.3384618413572198
13,18,TCP_FLAGS,NUM_PKTS_512_TO_1024_BYTES,0.3377047052175831
6,15,MIN_IP_PKT_LEN,TCP_WIN_MAX_OUT,0.3376047551278259
13,19,TCP_FLAGS,NUM_PKTS_1024_TO_1514_BYTES,0.3363562447117275
5,13,DNS_TTL_ANSWER,PROTOCOL,0.3343592223593329
11,14,MAX_TTL,LONGEST_FLOW_PKT,0.3338318637803399
11,14,MAX_TTL,MAX_IP_PKT_LEN,0.3338318637803399
11,14,MIN_TTL,MAX_IP_PKT_LEN,0.3338185468699459
11,14,MIN_TTL,LONGEST_FLOW_PKT,0.3338185468699459
14,19,IN_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.3322775455442156
16,18,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.3312918305246002
9,15,FLOW_DURATION_MILLISECONDS,DST_TO_SRC_AVG_THROUGHPUT,0.3300994685522585
7,13,SHORTEST_FLOW_PKT,PROTOCOL,0.3277763118591824
13,17,TCP_WIN_MAX_IN,NUM_PKTS_256_TO_512_BYTES,0.3275469646498056
6,12,MIN_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,0.326327644595742
9,11,DURATION_IN,MIN_TTL,0.3259676344464747
9,11,DURATION_IN,MAX_TTL,0.3258382490671572
8,13,NUM_PKTS_128_TO_256_BYTES,PROTOCOL,0.3258364084968757
13,16,TCP_WIN_MAX_IN,NUM_PKTS_UP_TO_128_BYTES,0.3239463000179975
6,16,MIN_IP_PKT_LEN,NUM_PKTS_UP_TO_128_BYTES,0.3237992523914214
14,18,LONGEST_FLOW_PKT,NUM_PKTS_512_TO_1024_BYTES,0.3228944514672081
14,18,MAX_IP_PKT_LEN,NUM_PKTS_512_TO_1024_BYTES,0.3228944514672081
10,15,L7_PROTO,DST_TO_SRC_SECOND_BYTES,0.3207156457853107
10,13,L7_PROTO,CLIENT_TCP_FLAGS,0.3205550786189032
10,15,L7_PROTO,OUT_BYTES,0.3199736292513409
9,11,FLOW_DURATION_MILLISECONDS,MIN_TTL,0.3190188689083184
9,11,FLOW_DURATION_MILLISECONDS,MAX_TTL,0.3189263962639157
15,17,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_256_TO_512_BYTES,0.317693397347202
6,14,MIN_IP_PKT_LEN,IN_BYTES,0.3166990454831002
14,18,IN_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.316021755250072
5,15,DNS_TTL_ANSWER,DST_TO_SRC_AVG_THROUGHPUT,0.3149888381615461
15,20,TCP_WIN_MAX_OUT,DURATION_OUT,0.3143829021320183
5,15,DNS_QUERY_TYPE,DST_TO_SRC_SECOND_BYTES,0.3137912937295365
5,15,DNS_QUERY_TYPE,OUT_BYTES,0.3122230769290766
14,15,SRC_TO_DST_AVG_THROUGHPUT,TCP_WIN_MAX_OUT,0.3119141165462764
7,12,SHORTEST_FLOW_PKT,SRC_TO_DST_SECOND_BYTES,0.3118795784760818
5,15,DNS_QUERY_ID,DST_TO_SRC_AVG_THROUGHPUT,0.3113250257757666
9,20,FLOW_DURATION_MILLISECONDS,DURATION_OUT,0.3096234020547037
5,13,DNS_QUERY_TYPE,CLIENT_TCP_FLAGS,0.3086681378097783
8,13,NUM_PKTS_128_TO_256_BYTES,CLIENT_TCP_FLAGS,0.3085134933606315
5,7,DNS_QUERY_ID,SHORTEST_FLOW_PKT,0.3076031678471158
13,19,TCP_WIN_MAX_IN,NUM_PKTS_1024_TO_1514_BYTES,0.3072136717126132
15,18,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_512_TO_1024_BYTES,0.3057738605216132
13,18,TCP_WIN_MAX_IN,NUM_PKTS_512_TO_1024_BYTES,0.3034120343996268
11,15,MAX_TTL,SERVER_TCP_FLAGS,0.3027922141839001
11,15,MIN_TTL,SERVER_TCP_FLAGS,0.3024006529665784
5,13,DNS_QUERY_TYPE,TCP_FLAGS,0.3022632783067882
13,15,PROTOCOL,TCP_WIN_MAX_OUT,0.3021975608772277
8,13,NUM_PKTS_128_TO_256_BYTES,TCP_FLAGS,0.3016065957159529
7,13,SHORTEST_FLOW_PKT,TCP_FLAGS,0.2975590816928702
5,12,DNS_QUERY_TYPE,SRC_TO_DST_SECOND_BYTES,0.2974027886408014
13,20,TCP_WIN_MAX_IN,DURATION_OUT,0.2963499932000631
5,13,DNS_QUERY_ID,CLIENT_TCP_FLAGS,0.295233988205163
10,15,L7_PROTO,OUT_PKTS,0.2933472985884265
7,13,SHORTEST_FLOW_PKT,CLIENT_TCP_FLAGS,0.2900804680154
14,19,SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_1024_TO_1514_BYTES,0.2900292049377181
12,15,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,0.2894404683529096
5,13,DNS_QUERY_ID,TCP_FLAGS,0.2894007918353032
5,10,DNS_QUERY_TYPE,L7_PROTO,0.2892658358684344
11,14,MAX_TTL,SRC_TO_DST_AVG_THROUGHPUT,0.288857851630058
11,14,MIN_TTL,SRC_TO_DST_AVG_THROUGHPUT,0.2885751466195767
11,16,MAX_TTL,NUM_PKTS_UP_TO_128_BYTES,0.2873974265758501
11,16,MIN_TTL,NUM_PKTS_UP_TO_128_BYTES,0.2871855745448774
15,20,OUT_PKTS,DURATION_OUT,0.2865196873662765
10,13,L7_PROTO,TCP_WIN_MAX_IN,0.2860991959913979
12,15,SRC_TO_DST_SECOND_BYTES,OUT_BYTES,0.2857579087264731
12,15,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_AVG_THROUGHPUT,0.2851585249319137
1,15,RETRANSMITTED_OUT_BYTES,OUT_PKTS,0.2848754551127392
15,20,SERVER_TCP_FLAGS,DURATION_OUT,0.2823990402037475
1,15,RETRANSMITTED_OUT_PKTS,OUT_PKTS,0.2820529788741117
12,16,SRC_TO_DST_SECOND_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.2819244402003571
11,13,MAX_TTL,CLIENT_TCP_FLAGS,0.2808442033390667
11,13,MIN_TTL,CLIENT_TCP_FLAGS,0.2804076587693176
5,15,DNS_QUERY_ID,DST_TO_SRC_SECOND_BYTES,0.2793614790119467
5,15,DNS_QUERY_ID,OUT_BYTES,0.2779364182926863
11,13,MAX_TTL,TCP_WIN_MAX_IN,0.2776177297165766
7,13,SHORTEST_FLOW_PKT,TCP_WIN_MAX_IN,0.2771402291279741
11,13,MIN_TTL,TCP_WIN_MAX_IN,0.2769844799504831
5,10,DNS_QUERY_ID,L7_PROTO,0.2769494191323339
5,7,DNS_TTL_ANSWER,SHORTEST_FLOW_PKT,0.2764705872760876
5,15,DNS_TTL_ANSWER,DST_TO_SRC_SECOND_BYTES,0.2751875341055288
5,15,DNS_TTL_ANSWER,OUT_BYTES,0.2744340873091822
14,16,LONGEST_FLOW_PKT,NUM_PKTS_UP_TO_128_BYTES,0.2740853645706979
14,16,MAX_IP_PKT_LEN,NUM_PKTS_UP_TO_128_BYTES,0.2740853645706979
14,16,SRC_TO_DST_AVG_THROUGHPUT,IN_PKTS,0.2735314815085411
9,14,DURATION_IN,SRC_TO_DST_AVG_THROUGHPUT,0.2731752281635752
15,16,DST_TO_SRC_AVG_THROUGHPUT,IN_PKTS,0.2727981927463436
5,13,DNS_TTL_ANSWER,CLIENT_TCP_FLAGS,0.2712019340151071
6,9,MIN_IP_PKT_LEN,FLOW_DURATION_MILLISECONDS,0.2708344315880562
6,13,MIN_IP_PKT_LEN,TCP_FLAGS,0.2704659162028827
15,20,DST_TO_SRC_SECOND_BYTES,DURATION_OUT,0.269573990554125
5,12,DNS_QUERY_ID,SRC_TO_DST_SECOND_BYTES,0.2689314204164564
11,13,MAX_TTL,TCP_FLAGS,0.2685931483267653
11,13,MIN_TTL,TCP_FLAGS,0.2683012978213426
8,11,NUM_PKTS_128_TO_256_BYTES,MIN_TTL,0.2680395677116838
8,11,NUM_PKTS_128_TO_256_BYTES,MAX_TTL,0.2679988102929259
1,19,RETRANSMITTED_OUT_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.2679813304874939
9,14,FLOW_DURATION_MILLISECONDS,MAX_IP_PKT_LEN,0.2679602275482821
9,14,FLOW_DURATION_MILLISECONDS,LONGEST_FLOW_PKT,0.2679602275482821
5,16,DNS_QUERY_TYPE,IN_PKTS,0.2673053291473557
9,16,DURATION_IN,NUM_PKTS_UP_TO_128_BYTES,0.2668292848261564
9,15,DURATION_IN,SERVER_TCP_FLAGS,0.2660481691112376
5,13,DNS_TTL_ANSWER,TCP_FLAGS,0.2658477702392266
5,13,DNS_QUERY_TYPE,TCP_WIN_MAX_IN,0.2655986600244306
1,19,RETRANSMITTED_OUT_PKTS,NUM_PKTS_1024_TO_1514_BYTES,0.2638023850514057
12,13,SRC_TO_DST_SECOND_BYTES,CLIENT_TCP_FLAGS,0.2632389912205443
9,13,DURATION_IN,TCP_WIN_MAX_IN,0.2623928414192492
13,20,CLIENT_TCP_FLAGS,DURATION_OUT,0.2610166461269825
5,16,DNS_QUERY_ID,IN_PKTS,0.2605861821195587
9,15,FLOW_DURATION_MILLISECONDS,OUT_BYTES,0.25879050173325
5,13,DNS_QUERY_ID,TCP_WIN_MAX_IN,0.2583596384023851
2,16,RETRANSMITTED_IN_BYTES,IN_PKTS,0.2574633548619542
9,15,FLOW_DURATION_MILLISECONDS,DST_TO_SRC_SECOND_BYTES,0.2564383748594177
2,14,RETRANSMITTED_IN_BYTES,IN_BYTES,0.2560574922320226
2,16,RETRANSMITTED_IN_PKTS,IN_PKTS,0.2549663505933233
1,4,RETRANSMITTED_OUT_PKTS,FTP_COMMAND_RET_CODE,0.2548568242466076
12,15,SRC_TO_DST_SECOND_BYTES,OUT_PKTS,0.2543248557614522
10,14,L7_PROTO,IN_BYTES,0.2536005318608806
9,14,DURATION_IN,MAX_IP_PKT_LEN,0.2532591687497434
9,14,DURATION_IN,LONGEST_FLOW_PKT,0.2532591687497434
3,14,ICMP_IPV4_TYPE,IN_BYTES,0.2517352744216808
3,14,ICMP_TYPE,IN_BYTES,0.2517352705365655
15,20,OUT_BYTES,DURATION_OUT,0.2507599587904334
5,9,DNS_QUERY_TYPE,FLOW_DURATION_MILLISECONDS,0.2498202916693454
5,11,DNS_QUERY_TYPE,MAX_TTL,0.2489642183711518
5,11,DNS_QUERY_TYPE,MIN_TTL,0.2486518284068685
2,14,RETRANSMITTED_IN_PKTS,IN_BYTES,0.2484872667865687
13,20,TCP_FLAGS,DURATION_OUT,0.248256393122398
5,10,DNS_TTL_ANSWER,L7_PROTO,0.2460418783910855
1,16,RETRANSMITTED_OUT_BYTES,IN_PKTS,0.2454855832444022
5,9,DNS_QUERY_TYPE,DURATION_IN,0.2445759722347452
1,15,RETRANSMITTED_OUT_PKTS,TCP_WIN_MAX_OUT,0.2445529722799597
5,12,DNS_TTL_ANSWER,SRC_TO_DST_SECOND_BYTES,0.2433692787526524
16,20,NUM_PKTS_UP_TO_128_BYTES,DURATION_OUT,0.2430276921850745
6,13,MIN_IP_PKT_LEN,CLIENT_TCP_FLAGS,0.2427974793082035
11,18,MAX_TTL,NUM_PKTS_512_TO_1024_BYTES,0.2425827968250392
11,18,MIN_TTL,NUM_PKTS_512_TO_1024_BYTES,0.2421984002272321
1,16,RETRANSMITTED_OUT_PKTS,IN_PKTS,0.2420489974857684
1,15,RETRANSMITTED_OUT_BYTES,TCP_WIN_MAX_OUT,0.2418060797321952
1,15,RETRANSMITTED_OUT_BYTES,OUT_BYTES,0.2413406773819256
5,9,DNS_QUERY_ID,FLOW_DURATION_MILLISECONDS,0.2407532430205661
8,16,NUM_PKTS_128_TO_256_BYTES,IN_PKTS,0.2403977537974705
1,15,RETRANSMITTED_OUT_BYTES,DST_TO_SRC_SECOND_BYTES,0.2395421051545715
5,16,DNS_TTL_ANSWER,IN_PKTS,0.2391400104222537
8,16,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.2390499757314895
12,13,SRC_TO_DST_SECOND_BYTES,TCP_WIN_MAX_IN,0.2386481995789975
17,20,NUM_PKTS_256_TO_512_BYTES,DURATION_OUT,0.2380925362597299
5,13,DNS_TTL_ANSWER,TCP_WIN_MAX_IN,0.2377173675520646
